Year,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C3803,C3804,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,F3106,G5105,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2012,R38000,à§ïQåß,1415000,666000,749000,1408000,663000,745000,181000,93000,88000,841000,413000,428000,393000,160000,233000,11130,5699,5431,1.52,17216,8627,8589,18608,10530,8078,21114,11531,9583,6386,2529,16.3,33.8,1.8,115,1369,6432,1310752,540,16158,171,10022,40300,105900,185,1467,18396,333,5305,74634,141,3116,38588,13173,12773,67,2911,36829,12140,6117,5,5,102,1161,1349,15653,625,78,3582,434,42,12,5707,289,58463,240359,168724,18769,19042,17616,26882,7803,3930,2491,1292,742420,478437,122747,133959,128,1251,691,317,25967,25,23954,3668,274214,63298,24767,20775,9685,10881,10554,37032,12036,25424,59762
2011,R38000,à§ïQåß,1424000,670000,753000,1416000,667000,749000,184000,94000,90000,857000,421000,437000,382000,155000,227000,11329,5813,5516,1.51,16950,8647,8303,18848,10664,8184,20774,11325,9449,6445,2666,16.5,32.3,0.1,92,1633,6267,1340651,564,16321,171,9946,41500,109100,185,1445,18275,343,5424,76364,141,3132,39299,13169,12722,68,2956,37189,11852,6014,5,5,109,1155,1539,15860,776,99,3576,396,42,12,5555,228,59228,239827,158887,19364,19584,18248,27965,7405,3887,2467,881,699410,473154,87021,130482,129,1239,696,308,25407,39,23399,3565,262852,61918,21039,20179,10479,11204,11785,32057,11197,25143,57851
2010,R38000,à§ïQåß,1431493,673326,758167,1415381,665610,749771,185179,94802,90377,858991,419901,439090,378591,153756,224835,11427,5879,5548,1.5,16344,8443,7901,18762,10759,8003,21358,11777,9581,6922,2811,16.9,34.7,2.2,104,1441,6288,1317296,564,16288,170,9892,42800,111900,185,1427,18146,349,5458,77953,143,3126,39348,13012,12598,69,2998,37924,12163,6409,5,5,115,1160,1655,15870,724,98,3492,484,43,12,5332,198,64382,259983,145817,19827,20229,19035,28459,6810,4028,1981,703,690031,500925,68597,113839,129,1244,694,314,25567,37,23548,3608,272254,58862,20453,20525,10633,10877,11345,33683,13620,25283,66973
2009,R38000,à§ïQåß,1438000,676000,762000,1430000,673000,757000,184000,94000,90000,876000,429000,447000,376000,153000,224000,11507,5825,5682,1.41,15670,8141,7529,19913,11533,8380,22550,12626,9924,6946,2817,16.9,32,2.9,97,1302.5,5922,1255442,569,16256,168,9748,44100,115400,187,1402,18654,352,5498,79234,144,3138,39902,13764,13316,71,3008,38034,12185,6350,5,5,130,1179,1591,15755,648,69,3359,472,46,17,4909,229,65378,273532,123423,19483,19855,18733,26587,6603,3630,2104,722,650069,451810,74407,114014,129,1238,695,320,25802,45,24114,3587,249976,60554,14792,19980,10816,11067,10659,28955,9626,26687,56838
2008,R38000,à§ïQåß,1445000,680000,765000,1437000,676000,761000,188000,96000,92000,886000,433000,453000,370000,150000,220000,11561,5895,5666,1.4,15777,8165,7612,20431,11651,8780,23976,13415,10561,7175,2816,16.7,33.1,1.2,104,1315,6714,1420769,586,16533,171,9889,45400,119300,190,1408,19184,358,5560,80600,148,3156,40195,13461,13019,72,3044,38584,12355,6415,5,5,122,1170,1624,15762,784,77,3560,480,47,15,4922,305,61571,235073,159570,18575,18953,17694,25216,9688,4083,4192,1301,861102,518330,129426,208538,131,1237,698,330,26202,47,24178,3528,269631,60621,18146,21233,9635,11124,11840,29643,8838,24943,73610
2007,R38000,à§ïQåß,1453000,684000,769000,1445000,680000,765000,191000,98000,93000,895000,437000,458000,366000,149000,218000,11753,6053,5700,1.4,15427,8118,7309,20357,11616,8741,24816,13931,10885,7302,2898,17.3,33.2,3.3,93,1051.5,7337,1766543,602,16719,170,9866,46200,118300,190,1414,19650,359,5601,81309,150,3204,41007,13835,13388,74,3143,39937,13365,7016,5,5,143,1142,1820,15770,837,82,3553,446,51,15,5008,411,60322,232064,179723,19753,20422,18815,29824,10039,4399,4295,1246,909434,561665,128224,212567,131,1246,692,334,26367,28,24764,3584,288611,64354,22686,21123,11786,13474,12014,34563,11553,31607,65450
2006,R38000,à§ïQåß,1460000,688000,773000,1453000,685000,768000,196000,100000,95000,905000,442000,463000,360000,146000,214000,11752,5917,5835,1.37,15335,8016,7319,21333,12145,9188,25605,14430,11175,7460,3056,16.7,33.3,2.1,110,1469,8455,1824742,620,16506,165,9302,46300,116100,193,1411,19949,364,5603,82540,151,3183,41199,13894,13454,74,3238,42113,14152,7289,6,5,140,1125,1952,15414,965,110,3269,464,52,16,5181,337,63132,237545,183699,20263,20912,19358,31088,11564,5161,4859,1515,1078824,670634,159585,247143,133,1226,690,335,26254,26,25020,3527,281042,64009,18302,20060,10255,12574,11219,33336,11976,30597,68715
2017,R39000,çÇímåß,714000,336000,377000,710000,334000,376000,80000,41000,39000,389000,193000,195000,244000,102000,143000,4837,2457,2380,1.56,10150,4920,5230,8961,5139,3822,11096,6008,5088,2869,1271,17.1,33.4,2.2,103,2022,2777,489115,393,10504,88,6222,31000,72100,41,364,2789,234,3017,33689,128,2074,17929,6160,6005,46,2025,19464,6151,3030,2,3,58,956,749,8537,279,33,1831,295,26,10,3400,523,27361,106435,114180,9327,9647,9010,11137,3255,1526,1198,462,289443,175838,45823,64750,118,560,366,251,25025,73,19239,3071,284803,72287,18315,21275,10601,9462,12413,38705,11996,27616,62133
2016,R39000,çÇímåß,721000,339000,382000,718000,337000,380000,82000,42000,40000,396000,197000,200000,242000,101000,142000,4779,2489,2290,1.47,10305,5038,5267,8919,5072,3847,11184,6153,5031,2916,1228,18.1,33.7,2.7,125,2823,2808,606832,406,10407,86,5999,31200,72900,47,442,3347,235,3034,34137,128,2120,18694,6521,6350,46,2014,19431,6081,2878,2,3,59,959,775,8417,313,34,1845,256,26,10,3524,526,28951,113650,105656,9751,10008,9377,10686,3116,1590,1057,445,283602,183040,43691,54748,119,565,370,253,24965,42,19432,3056,326268,73243,20037,21461,9222,10716,13380,43638,12037,30453,92081
2015,R39000,çÇímåß,728276,342672,385604,722728,339873,382855,83884,42777,41107,400605,198022,202583,237012,97919,139093,5052,2544,2508,1.51,10020,4872,5148,9199,5317,3882,11477,6243,5234,3057,1356,17.5,31.8,2.4,127,2966.5,2647,538897,432,10776,87,6024,31500,74000,47,386,3434,240,3069,34964,130,2154,19341,6585,6414,46,2057,19492,6181,2927,2,3,58,955,912,8327,370,55,1838,255,25,10,3582,575,31661,124492,98696,10255,10586,9854,9011,2722,1445,870,396,258024,168225,40572,47913,120,566,375,255,25020,47,19568,3016,305956,70501,26062,21922,10964,9910,11829,40685,8908,29103,76072
2014,R39000,çÇímåß,736000,346000,390000,732000,344000,388000,86000,44000,42000,414000,206000,209000,237000,97000,140000,5015,2558,2457,1.45,9984,4849,5135,9018,5117,3901,11197,6032,5165,3116,1364,17,31,2,122,3658.5,2649,514134,461,11159,86,6099,32100,75600,56,463,4211,245,3088,35494,131,2192,19830,6658,6446,46,2045,19831,6299,2954,2,3,64,948,1020,8205,374,47,1855,273,25,10,3573,644,33405,133566,90710,10873,11085,10359,9481,2755,1501,757,484,270965,176385,48057,45275,119,569,370,242,20823,28,18803,3003,319466,70604,19879,22271,11174,10816,11160,44954,10414,33072,85122
2013,R39000,çÇímåß,743000,349000,394000,740000,348000,393000,88000,45000,43000,425000,211000,214000,232000,94000,138000,5266,2707,2559,1.47,10244,4979,5265,9665,5466,4199,11445,6144,5301,3257,1442,17.3,33.4,1.1,96,2327,3196,702823,497,11914,90,6426,32800,77900,56,479,4259,249,3142,36526,133,2193,19881,6626,6443,47,2074,20179,6413,2865,2,3,66,937,1054,8241,410,55,1860,286,25,10,3631,647,36779,150827,89114,11876,12172,11395,10102,3658,1915,1043,617,348496,225512,62357,55927,120,573,368,249,21040,19,18931,2985,286019,66276,21744,21534,8479,9222,11614,44200,9436,22005,71508
2012,R39000,çÇímåß,751000,352000,398000,748000,351000,397000,89000,46000,44000,436000,216000,220000,226000,91000,135000,5266,2671,2595,1.43,10142,5096,5046,9575,5364,4211,11514,6235,5279,3257,1403,16.8,31.8,2,134,2985,2669,484999,507,12020,89,6331,33900,81500,59,470,4452,255,3187,37294,134,2263,20098,6781,6614,47,2086,20746,6715,2978,2,3,69,941,1118,8203,405,51,1784,303,25,10,3506,691,39886,165402,80177,11905,12270,11399,12597,2662,1627,587,373,269184,193074,37645,32711,121,574,366,255,21590,48,19714,3015,309325,69807,21202,22181,9020,10548,13058,45070,13008,27354,78076
2011,R39000,çÇímåß,758000,356000,402000,755000,354000,400000,91000,47000,44000,447000,222000,226000,220000,88000,132000,5244,2654,2590,1.39,9884,4957,4927,10103,5671,4432,11542,6339,5203,3099,1406,17.2,32.3,-0.7,102,2686,2700,550849,519,12247,91,6403,36500,89000,59,469,4396,265,3314,38307,136,2249,20504,7072,6870,47,2107,21086,6747,3013,2,3,68,930,1071,8059,379,51,1668,273,25,11,3563,679,40681,164962,75736,11704,12115,11293,12532,2832,1566,781,431,269329,183233,42733,40038,124,580,365,245,20870,22,19331,2913,314149,69793,20483,21882,10820,11658,12737,45874,10648,33756,76498
2010,R39000,çÇímåß,764456,359134,405322,758057,355830,402227,92798,47605,45193,447540,220775,226765,218148,87120,131028,5518,2858,2660,1.42,9769,4944,4825,10778,6354,4424,11560,6296,5264,3328,1463,17.6,33.2,1.3,108,3093,2753,510988,528,12404,91,6407,40000,98600,62,432,4404,271,3389,39059,137,2271,20933,7057,6848,48,2106,21303,6743,3062,2,3,68,903,1067,7835,374,47,1615,268,26,11,3569,826,41831,170655,67404,11755,12215,11517,13044,2770,1550,751,411,271692,183563,42157,42379,124,576,363,252,21205,24,19468,2922,299170,65112,19815,21250,9532,12237,11707,37973,11495,31395,78655
2009,R39000,çÇímåß,769000,361000,408000,766000,359000,407000,93000,48000,45000,456000,224000,232000,218000,87000,131000,5415,2806,2609,1.29,9437,4820,4617,10341,5936,4405,12519,6794,5725,3306,1596,17.5,32.1,2.5,117,2062.5,2529,445260,538,12372,90,6269,43200,107400,64,426,4402,277,3415,39829,139,2298,21410,7257,7047,49,2135,21408,6863,3009,2,3,64,849,968,7690,287,37,1683,334,26,12,3485,783,43135,183756,55788,10865,11324,10660,11886,2573,1495,816,255,247950,177951,26352,42812,125,578,358,264,21895,43,19946,2960,316705,65845,25243,21495,8151,10776,11412,56980,14168,29354,73282
2008,R39000,çÇímåß,775000,364000,412000,772000,362000,410000,95000,49000,46000,464000,228000,236000,215000,85000,129000,5788,3010,2778,1.36,9452,4816,4636,9828,5421,4407,14149,7853,6296,3566,1676,17.3,32.4,1.4,116,2230.5,2809,650112,576,12829,93,6428,45300,114200,63,449,4608,298,3525,40739,139,2312,21738,7357,7140,49,2141,21506,6908,3009,2,3,63,861,885,7602,321,31,1707,313,27,13,3679,832,42333,171139,58382,8991,9631,8802,10598,3987,1504,1685,653,337423,182194,64834,78972,127,574,357,276,22550,55,20301,2925,302395,66697,22604,22534,9698,10604,11422,37377,10890,26676,83893
2007,R39000,çÇímåß,783000,367000,415000,780000,366000,414000,97000,50000,48000,471000,232000,239000,213000,85000,128000,5717,2947,2770,1.31,9071,4699,4372,10287,5752,4535,14829,8236,6593,3549,1663,17.9,32.6,3.3,103,1859,2974,640752,577,12534,93,6171,47600,119000,65,444,4849,305,3581,41321,140,2317,22125,7414,7157,50,2176,21505,6624,2970,2,3,53,860,855,7718,308,29,1800,373,28,15,4095,876,42841,177860,67462,9434,10273,9295,12274,3890,1523,1546,812,358174,194601,85801,76774,125,580,364,278,22515,65,20634,2927,284574,65963,20558,20144,9908,9979,10702,35384,14129,25772,72034
2006,R39000,çÇímåß,790000,371000,419000,787000,370000,417000,100000,51000,49000,480000,236000,244000,210000,84000,126000,6015,3064,2951,1.33,8927,4634,4293,10671,6004,4667,14162,7798,6364,3612,1720,17.7,32.8,2.9,121,3212.5,3577,778574,587,12438,90,5853,47500,123500,65,443,5132,310,3655,42054,142,2349,22295,7436,7213,51,2241,22153,7365,3070,3,3,56,857,888,7898,351,30,1835,379,30,17,4281,988,45433,185041,67072,9620,10437,9438,13462,4434,1996,1413,914,435901,254731,96379,77054,127,597,359,282,22720,118,20895,2901,294886,65017,21354,20928,9294,11303,13158,36609,11445,27005,78773
2017,R40000,ïüâ™åß,5107000,2415000,2692000,5051000,2386000,2665000,675000,346000,329000,3048000,1492000,1555000,1384000,577000,807000,43438,22138,21300,1.51,52530,26332,26198,99280,54734,44546,92892,51801,41091,25887,9606,17.6,33.8,4,108,1318.5,20859,5441860,957,51924,418,42470,47000,242200,456,5237,62893,748,16838,278932,368,9764,136806,46403,44708,165,8563,131385,41586,22221,19,35,474,8739,7377,107810,3517,306,23376,2614,170,21,44841,3932,161668,647527,884314,49908,48239,42871,157136,41538,9950,22088,9301,3225609,1197030,892107,1112233,401,4666,3094,907,102604,1297,104058,14801,319337,74344,19942,20490,14124,13854,12396,49840,11059,35180,68107
2016,R40000,ïüâ™åß,5104000,2413000,2692000,5054000,2387000,2667000,677000,347000,330000,3071000,1502000,1569000,1357000,564000,792000,44033,22766,21267,1.5,51006,25727,25279,98344,53955,44389,92612,51769,40843,26567,9772,18.1,34.3,4.2,134,2420.5,20832,5441683,963,50951,403,41194,45800,219600,460,5160,64151,753,16581,276597,370,9711,139161,47429,45733,165,8570,132015,42435,23011,20,34,491,8686,7825,107057,3681,261,23292,2681,171,21,45105,3761,171593,691722,821306,53233,51659,45918,149856,43018,10127,24396,8222,3302747,1231583,842216,1207150,400,4654,3095,900,101793,948,103814,14703,303957,72064,22581,20667,11174,13787,12906,38139,17379,29767,65493
2015,R40000,ïüâ™åß,5101556,2410418,2691138,4995297,2357649,2637648,676045,345945,330100,3057855,1488873,1568982,1304764,540362,764402,45235,23137,22098,1.52,50259,25013,25246,99936,55126,44810,96333,54039,42294,27566,10063,17.3,31.4,4.6,141,1867.5,19739,5378013,996,51293,397,41093,44600,202600,467,5094,65240,756,16444,274921,370,9735,140874,47266,45698,165,8607,132304,41980,22827,20,34,513,8708,8025,106688,3592,346,23116,2698,171,20,45604,3485,186425,757880,764998,57385,55258,49325,123291,41437,9735,22129,9335,3202364,1187392,903464,1095542,401,4608,3097,889,100010,759,104305,14434,299665,72020,20383,20513,10448,12733,11641,43064,20169,27485,61210
2014,R40000,ïüâ™åß,5099000,2409000,2691000,5053000,2386000,2667000,687000,352000,335000,3126000,1525000,1601000,1279000,527000,752000,45203,23293,21910,1.46,49317,24716,24601,96588,53229,43359,92688,51877,40811,27359,9981,17.1,30.9,3.9,124,1765.5,19414,5143894,1014,49870,393,39475,44200,193300,484,5123,67563,755,16239,274277,371,9737,141493,46993,45309,165,8654,133038,41993,22790,20,34,524,8674,8026,106781,3651,310,23139,2705,172,20,46103,3159,199935,817639,709021,60050,58361,52163,127139,36722,9475,19122,8001,2912097,1166756,783127,950663,400,4587,3072,858,94418,315,101361,14209,300405,69957,25677,22509,10039,14160,11646,37120,17499,27798,64001
2013,R40000,ïüâ™åß,5096000,2406000,2690000,5052000,2385000,2667000,687000,352000,335000,3173000,1546000,1627000,1230000,503000,726000,45897,23541,22356,1.45,49456,24872,24584,100390,55270,45120,94565,53166,41399,28183,10290,17.7,34.5,2.9,106,1801.5,21932,6061254,1041,50101,384,38867,44000,189400,491,5017,68025,765,16181,274513,373,9720,141952,47920,46212,165,8577,132853,41649,22121,20,34,557,8559,8001,107707,3642,336,23566,2813,171,19,46639,3034,214871,904906,646941,63545,61953,55252,136294,41703,11313,19789,10389,3528103,1422053,1042258,1049877,404,4564,3039,860,94243,1055,100939,14052,287896,66954,28386,21327,10318,12847,12036,37558,11739,29434,57298
2012,R40000,ïüâ™åß,5089000,2402000,2687000,5048000,2383000,2665000,687000,352000,335000,3212000,1565000,1648000,1186000,483000,703000,45815,23560,22255,1.43,48957,24729,24228,102831,56423,46408,94164,52918,41246,27974,10541,17,33.6,2.9,118,1768.5,20038,5242039,1057,49678,378,38235,45300,203800,490,4946,67329,767,16041,275748,375,9707,142711,48005,46298,165,8574,133531,42806,22228,20,34,549,8486,8148,107912,3759,321,23497,2728,170,20,44762,2732,234349,1003439,612241,65834,64330,57582,167433,36553,10356,17693,8416,3099520,1291500,845261,951108,406,4529,3025,853,91961,1174,99169,13607,295272,66269,21773,21298,11293,12036,12117,44665,11510,25613,68698
2011,R40000,ïüâ™åß,5081000,2399000,2683000,5040000,2379000,2661000,687000,352000,335000,3248000,1583000,1666000,1144000,463000,681000,46220,23672,22548,1.42,48112,24581,23531,103497,56788,46709,93778,52514,41264,28008,10653,17.1,33.1,1.1,107,1849,19192,5090213,1108,50431,379,38669,45800,206100,494,4824,65464,768,15936,278306,376,9679,143705,48023,46368,165,8515,133138,41532,21789,20,35,542,8450,8553,109361,3977,279,23875,2771,168,19,43894,2603,252069,1072868,549175,65671,64256,58243,165230,34517,10110,15837,8489,2949947,1269846,826967,844700,407,4491,3009,827,88885,1063,95525,13061,289932,62709,24787,20465,9783,13268,12789,34612,14468,29287,67765
2010,R40000,ïüâ™åß,5071968,2393965,2678003,4986581,2350461,2636120,684124,349867,334257,3227932,1568816,1659116,1123376,454694,668682,46818,24211,22607,1.44,46996,24231,22765,98435,54885,43550,95762,53586,42176,29247,10952,17.5,35.2,3.3,119,1729,19034,4650563,1121,49937,372,37890,46800,212400,498,4769,64076,771,15799,281109,375,9566,143245,47402,45827,165,8540,133930,42155,22471,20,34,562,8207,8602,109456,3826,356,23398,2952,169,19,42780,2726,267816,1134518,477807,65360,64771,59185,166747,32626,10449,15565,6233,2740428,1313610,603283,797874,406,4485,3010,808,86986,852,92838,12878,282707,61907,23118,19567,10958,11654,12503,35363,12349,25653,69635
2009,R40000,ïüâ™åß,5064000,2391000,2672000,5024000,2373000,2652000,702000,360000,342000,3241000,1582000,1659000,1111000,449000,662000,46084,23374,22710,1.37,44879,23320,21559,104136,58520,45616,103667,58899,44768,29419,11121,17.3,31.6,3.5,101,1692,16976,4119600,1142,50103,362,37950,48200,226300,500,4740,64160,775,15599,283523,379,9522,144361,49143,47388,168,8552,133684,42611,22716,21,34,558,8211,8482,108055,4021,355,22905,3024,178,49,41746,5626,269189,1174161,399642,62719,62220,57019,168637,28500,9204,13136,5869,2428436,1168507,562211,679200,407,4476,2994,842,89647,644,95046,12799,298906,65680,21650,20936,11384,13505,14261,36838,13004,30253,71395
2008,R40000,ïüâ™åß,5062000,2393000,2670000,5021000,2372000,2648000,702000,360000,342000,3269000,1595000,1674000,1084000,437000,647000,46695,23915,22780,1.37,45134,23514,21620,103978,57902,46076,107264,61057,46207,30017,11037,17.1,33.3,3,113,1780.5,18822,5919931,1167,48447,354,35801,49900,277200,501,4720,65159,776,15548,285231,379,9460,143925,47548,45825,172,8617,134734,42166,22237,21,34,602,8171,9070,108773,4361,387,24561,2956,185,51,43893,5777,246129,972631,481384,57612,57674,52331,145292,44936,9717,24638,10277,3427378,1264736,973821,1167483,407,4448,2981,876,93038,379,97313,12886,301553,66841,25920,20445,9308,14138,13574,37552,15930,31030,66815
2007,R40000,ïüâ™åß,5061000,2395000,2666000,5021000,2375000,2646000,701000,359000,342000,3293000,1607000,1686000,1062000,428000,633000,46393,23842,22551,1.34,43919,22780,21139,107719,60200,47519,109844,62832,47012,29486,11115,18,33.7,4.4,100,1195,19784,6202007,1206,45149,341,33185,50500,264800,508,4729,65892,778,15482,285439,379,9458,145106,48571,46624,171,8657,136857,43755,22603,22,32,642,8197,9771,109534,4726,408,24512,2931,188,53,47101,6246,229234,941985,672335,60424,60762,54311,154713,40943,9945,22911,7828,3243389,1313276,796780,1107395,410,4461,2994,872,92555,322,97325,12745,308853,67751,21043,20774,9772,16896,15624,40340,13307,34726,68618
2006,R40000,ïüâ™åß,5057000,2396000,2661000,5018000,2377000,2641000,702000,360000,342000,3319000,1619000,1700000,1033000,417000,617000,45304,23323,21981,1.3,43270,22728,20542,110417,61901,48516,107295,61425,45870,30006,11291,17.2,33,4,115,2018,22432,7783241,1224,43971,330,30917,49400,229200,509,4623,65937,781,15462,287422,379,9357,145341,49365,47424,182,8915,140835,45941,23188,23,32,584,7730,10732,111018,5214,480,25207,2915,190,53,50684,6199,238837,975130,775402,65114,64782,58223,161024,60013,10907,35168,13792,4464575,1478866,1280191,1692011,414,4428,2965,870,91855,556,97326,12625,311905,70712,18840,21665,10964,15834,15317,40182,15093,32896,70403
2017,R41000,ç≤âÍåß,824000,389000,434000,819000,387000,431000,113000,58000,55000,471000,232000,239000,240000,100000,140000,6743,3513,3230,1.64,9974,4809,5165,15271,8408,6863,17351,9295,8056,3639,1285,17,33.5,1.9,94,1634.5,4339,921018,355,9689,58,4748,20000,39800,63,472,4953,166,3314,45419,93,2143,23850,8125,7850,45,2114,25091,8051,3596,3,2,83,804,865,7774,396,11,1778,272,31,3,3816,195,29687,115686,131980,10555,11218,8967,17766,5374,2272,2483,609,473987,278777,61732,132382,92,689,416,230,22267,34,21711,2498,307506,69822,21156,21862,9596,10950,13963,50567,10472,28077,71041
2016,R41000,ç≤âÍåß,828000,391000,437000,824000,389000,435000,115000,59000,56000,478000,235000,243000,236000,98000,138000,6811,3495,3316,1.63,9725,4708,5017,14831,8026,6805,17131,9255,7876,3726,1378,17.9,35,2.6,121,2586,4359,1020305,354,9736,58,4762,20000,39800,68,491,5418,171,3375,46784,97,2250,25289,8743,8463,45,2132,25274,8106,3561,3,2,86,808,858,7759,399,17,1684,260,30,3,3922,194,31411,121309,119722,10916,11656,9272,16580,5542,2321,2716,495,482236,289619,50822,140352,93,691,421,231,22357,18,22085,2777,283765,72054,19141,21506,10678,9390,14770,33679,7402,25462,69683
2015,R41000,ç≤âÍåß,832832,393073,439759,827702,391011,436691,116122,59463,56659,483019,236845,246174,229335,94312,135023,7064,3662,3402,1.64,9702,4687,5015,15334,8468,6866,18005,9756,8249,3692,1354,17.1,32.1,2.7,124,2083,4034,887142,358,9867,58,4764,20200,40200,70,478,5562,172,3349,47427,98,2281,26255,8951,8654,45,2134,25470,8254,3552,3,2,88,812,840,7806,387,19,1694,287,30,3,3999,171,34073,132125,106412,11720,12542,10025,14230,5168,2104,2608,439,448803,265082,46189,135277,94,688,420,225,21704,11,21650,2710,275299,68715,15709,23110,10667,10006,14022,39205,9236,23691,60937
2014,R41000,ç≤âÍåß,837000,395000,442000,834000,394000,440000,118000,61000,58000,491000,241000,250000,225000,92000,134000,7159,3667,3492,1.63,9732,4801,4931,14979,8299,6680,17248,9412,7836,3928,1324,16.7,30.9,1.8,115,2252.5,3960,889819,362,9852,58,4738,20200,39700,104,783,9560,174,3344,47786,99,2280,26785,8977,8696,45,2135,25711,8239,3581,3,2,88,784,921,7784,472,31,1660,274,31,3,4015,77,35374,137708,101715,12261,13060,10482,16021,4699,2062,2008,610,432521,262306,61838,106591,94,684,426,201,19182,50,19773,2907,272685,63074,19165,22062,8671,11219,12838,38550,10837,24967,61302
2013,R41000,ç≤âÍåß,841000,397000,445000,838000,395000,442000,120000,61000,58000,501000,246000,255000,219000,89000,131000,7276,3690,3586,1.59,9640,4715,4925,15670,8643,7027,17413,9525,7888,3992,1436,17.1,34,1.2,96,2012,4907,1023876,377,9922,56,4521,20600,40700,106,766,9431,176,3334,48513,99,2250,27042,9058,8759,45,2164,26006,8281,3475,3,2,89,775,1023,7778,473,44,1702,301,30,3,4007,18,39402,156415,101332,13410,14064,11499,16471,5453,2706,2007,728,537418,354697,75608,105700,94,692,427,202,19107,11,20141,2910,294585,68411,19457,23030,11772,10550,11531,40614,11312,25289,72619
2012,R41000,ç≤âÍåß,845000,398000,447000,841000,397000,444000,121000,62000,59000,509000,249000,259000,214000,86000,128000,7440,3817,3623,1.61,9676,4929,4747,15814,8762,7052,17184,9389,7795,4003,1471,16.5,33.9,1.5,113,1999,4248,978020,378,9879,56,4481,21500,43900,107,764,9368,181,3353,49369,103,2273,27248,9173,8924,45,2185,26240,8519,3558,3,2,91,786,998,7744,446,22,1667,281,30,3,3791,18,42247,173201,99117,13691,14015,11512,22225,4814,2207,2137,436,447333,288510,46180,109583,94,693,424,208,19733,5,20933,3002,301246,65092,19846,22217,10794,12976,15249,43519,14328,25102,72123
2011,R41000,ç≤âÍåß,847000,399000,448000,844000,398000,446000,123000,63000,60000,515000,253000,263000,209000,83000,126000,7613,3890,3723,1.61,9472,4720,4752,16427,8884,7543,17195,9259,7936,4015,1516,16.6,32.8,-0.9,95,2005.5,4028,969517,386,9809,55,4372,22400,46500,109,759,9225,181,3308,50505,103,2246,27345,9095,8798,45,2179,26477,8423,3486,3,2,89,803,1008,7737,481,26,1692,318,30,3,3626,16,44269,182098,90127,13687,14130,11888,20239,4583,2152,1779,642,437278,279214,61813,94212,96,691,425,203,18500,3,19627,2809,294361,66437,23835,22369,9227,11303,12749,37914,10257,25048,75222
2010,R41000,ç≤âÍåß,849788,400136,449652,843877,397529,446348,123447,63278,60169,515206,252091,263115,208096,82924,125172,7640,3943,3697,1.61,9212,4701,4511,15906,8735,7171,17494,9376,8118,4210,1536,17,34.7,1.3,120,1941,3885,911459,403,9817,56,4156,22900,48200,109,753,9198,184,3312,51448,103,2240,27474,9168,8879,45,2174,27006,8732,3697,3,2,89,787,995,7700,441,27,1661,320,28,3,3402,17,45944,184589,77318,13881,14039,12174,20050,3978,2113,1486,312,396709,279139,31093,80742,96,699,422,204,18760,0,19705,2772,298811,65968,21573,22291,9401,12117,12107,40270,11531,27883,75671
2009,R41000,ç≤âÍåß,853000,401000,451000,849000,400000,449000,121000,62000,59000,524000,257000,267000,207000,82000,125000,7518,3818,3700,1.49,8831,4448,4383,16948,9352,7596,18857,10333,8524,4139,1489,16.9,33.1,1.6,92,1704.5,3763,686998,411,10202,57,4494,23700,50400,108,753,9190,189,3349,52382,103,2217,27833,9540,9245,44,2172,27168,8779,3797,3,2,93,789,1018,7622,516,40,1602,340,29,3,3252,18,47494,199633,65989,13790,13703,12005,19949,4513,2089,2208,151,410052,280183,16958,107602,96,695,425,208,19245,0,20108,2774,311653,65061,20045,22892,9110,13322,14084,37273,11461,28643,89761
2008,R41000,ç≤âÍåß,856000,403000,453000,853000,402000,451000,124000,63000,60000,528000,258000,269000,205000,81000,124000,7819,3975,3844,1.55,8983,4592,4391,17408,9414,7994,19469,10682,8787,4210,1468,16.8,33.7,0.9,96,1825.5,4057,952970,417,10296,55,4513,24500,52600,108,753,9354,192,3356,53026,103,2183,28171,9418,9133,46,2193,27843,9017,3934,3,2,103,779,1076,7745,500,40,1759,347,30,5,3194,22,44716,174782,80850,12480,12743,10952,17861,5451,2062,2898,439,469726,281935,46353,136791,96,694,422,218,20155,0,20564,2766,280021,62335,22815,22585,8267,10849,12702,38139,14648,27219,60461
