"Year","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","colour","ROLE","alpha"
"2001","9.2","0.46","0.23","2.6","0.091","18","77","0.99922","3.15","0.51","9.4","5","RED","VALIDATE","0.36487504048272"
"2003","7.5","0.58","0.03","4.1","0.08","27","46","0.99592","3.02","0.47","9.2","5","RED","TEST","0.20726585271768"
"2001","9","0.58","0.25","2","0.104","8","21","0.99769","3.27","0.72","9.6","5","RED","TRAIN","0.55347215314395"
"2000","5.1","0.42","0","1.8","0.044","18","88","0.99157","3.68","0.73","13.6","7","RED","VALIDATE","0.49355318141169"
"2004","7.6","0.43","0.29","2.1","0.075","19","66","0.99718","3.4","0.64","9.5","5","RED","TRAIN","0.9012488159351"
"2001","7.7","0.18","0.34","2.7","0.066","15","58","0.9947","3.37","0.78","11.8","6","RED","TRAIN","0.58562383404932"
"2002","7.8","0.815","0.01","2.6","0.074","48","90","0.99621","3.38","0.62","10.8","5","RED","TEST","0.25528971618041"
"2003","7.6","0.43","0.29","2.1","0.075","19","66","0.99718","3.4","0.64","9.5","5","RED","TRAIN","0.77977470797486"
"2002","10.2","0.23","0.37","2.2","0.057","14","36","0.99614","3.23","0.49","9.3","4","RED","VALIDATE","0.31703303498215"
"2004","7.1","0.75","0.01","2.2","0.059","11","18","0.99242","3.39","0.4","12.8","6","RED","TEST","0.14197615464217"
"2002","6","0.33","0.32","12.9","0.054","6","113","0.99572","3.3","0.56","11.5","4","RED","TRAIN","0.68276418093591"
"2005","7.8","0.55","0","1.7","0.07","7","17","0.99659","3.26","0.64","9.4","6","RED","TRAIN","0.99074649671092"
"2005","7.1","0.75","0.01","2.2","0.059","11","18","0.99242","3.39","0.4","12.8","6","RED","TRAIN","0.96170303225517"
"2004","8.1","0.73","0","2.5","0.081","12","24","0.99798","3.38","0.46","9.6","4","RED","TRAIN","0.87327748350799"
"2001","5.1","0.23","0.18","1","0.053","13","99","0.98956","3.22","0.39","11.5","5","WHITE","TRAIN","0.62553344946354"
"2003","6.3","0.4","0.24","5.1","0.036","43","131","0.99186","3.24","0.44","11.3","6","WHITE","TEST","0.20378508977591"
"2002","7.1","0.44","0.23","5.8","0.035","24","100","0.99062","3.15","0.57","13.2","7","WHITE","VALIDATE","0.34798568068072"
"2001","4.8","0.26","0.23","10.6","0.034","23","111","0.99274","3.46","0.28","11.5","7","WHITE","VALIDATE","0.37204843969084"
"2002","6.8","0.31","0.19","3.5","0.086","30","130","0.993","2.83","0.44","9.6","5","WHITE","TRAIN","0.67748011578805"
"2001","6.8","0.31","0.19","3.5","0.086","30","130","0.993","2.83","0.44","9.6","5","WHITE","TRAIN","0.63599387998692"
"2003","7","0.15","0.29","16.4","0.058","45","110","0.9978","3.15","0.37","9.7","6","WHITE","TRAIN","0.78155978466384"
"2004","6.5","0.41","0.22","4.8","0.052","49","142","0.9946","3.14","0.62","9.2","5","WHITE","TRAIN","0.8834348025266"
"2002","6.2","0.31","0.23","3.3","0.052","34","113","0.99429","3.16","0.48","8.4","5","WHITE","TEST","0.26559603284113"
"2000","8","0.27","0.33","1.2","0.05","41","103","0.99002","3","0.45","12.4","6","WHITE","VALIDATE","0.47548744035884"
"2004","8","0.27","0.33","1.2","0.05","41","103","0.99002","3","0.45","12.4","6","WHITE","TRAIN","0.94005133281461"
"2003","6.5","0.41","0.22","4.8","0.052","49","142","0.9946","3.14","0.62","9.2","5","WHITE","TEST","0.22096899175085"
"2004","6.2","0.31","0.23","3.3","0.052","34","113","0.99429","3.16","0.48","8.4","5","WHITE","TEST","0.1081891071517"
"2004","6.7","0.37","0.25","2.5","0.028","24","84","0.9909","3.14","0.36","11.7","6","WHITE","TEST","0.09973435546271"
"2001","6.6","0.21","0.5","8.7","0.036","41","191","0.99294","2.96","0.56","11","6","WHITE","TRAIN","0.59536218084394"
"2002","7.5","0.26","0.31","1.6","0.032","36","109","0.99044","2.97","0.43","11.9","6","WHITE","TRAIN","0.68659892794676"
"2003","7.5","0.34","0.28","4","0.028","46","100","0.98958","3.2","0.5","13.2","7","WHITE","TRAIN","0.7570615732111"
"2004","6.7","0.37","0.25","2.5","0.028","24","84","0.9909","3.14","0.36","11.7","6","WHITE","TEST","0.11278990656137"
"2000","6.4","0.32","0.23","16.2","0.055","36","176","0.9986","3.26","0.54","9.1","5","WHITE","VALIDATE","0.45895120245404"
"2001","6.7","0.24","0.32","9","0.023","20","109","0.99262","3.34","0.35","12.6","6","WHITE","VALIDATE","0.44820119696669"
"2001","6.4","0.32","0.23","16.2","0.055","36","176","0.9986","3.26","0.54","9.1","5","WHITE","TRAIN","0.5617489896249"
"2003","7.1","0.39","0.79","1.4","0.194","23","90","0.99212","3.17","0.46","10.5","6","WHITE","TEST","0.15432112058624"
"2001","8.2","0.31","0.43","7","0.047","18","87","0.99628","3.23","0.64","10.6","5","WHITE","TRAIN","0.62070930423215"
"2000","6.7","0.24","0.32","9","0.023","20","109","0.99262","3.34","0.35","12.6","6","WHITE","VALIDATE","0.45980207924731"
"2000","5.9","0.17","0.29","3.1","0.03","32","123","0.98913","3.41","0.33","13.7","7","WHITE","TRAIN","0.50033008842729"
"2005","5.9","0.2","0.23","1.5","0.037","38","93","0.99021","3.36","0.49","12","6","WHITE","TEST","0.01142652868293"
"2003","6.6","0.32","0.26","4.6","0.031","26","120","0.99198","3.4","0.73","12.5","7","WHITE","TEST","0.16834265505895"
"2003","5.9","0.12","0.27","4.8","0.03","40","110","0.99226","3.55","0.68","12.1","6","WHITE","TRAIN","0.8243735730648"
"2002","5.9","0.18","0.29","4.6","0.032","68","137","0.99159","3.21","0.38","11.3","6","WHITE","TEST","0.29342092038132"
"2001","5.9","0.2","0.23","1.5","0.037","38","93","0.99021","3.36","0.49","12","6","WHITE","VALIDATE","0.35205437405966"
"2000","5.4","0.17","0.27","2.7","0.049","28","104","0.99224","3.46","0.55","10.3","6","WHITE","TRAIN","0.52374936570413"
"2000","6.1","0.21","0.3","6.3","0.039","47","136","0.99068","3.27","0.31","12.7","6","WHITE","TRAIN","0.53274818719364"
"2004","7.3","0.25","0.26","7.2","0.048","52","207","0.99587","3.12","0.37","9.2","5","WHITE","TEST","0.07753674685955"
"2001","7.3","0.25","0.26","7.2","0.048","52","207","0.99587","3.12","0.37","9.2","5","WHITE","TRAIN","0.61593743134289"
"2005","6.2","0.22","0.3","12.4","0.054","108","152","0.99728","3.1","0.47","9.5","6","WHITE","TEST","0.03105266904458"
"2004","6.5","0.27","0.19","6.6","0.045","98","175","0.99364","3.16","0.34","10.1","6","WHITE","TEST","0.06699552526697"
"2004","6.5","0.27","0.19","6.6","0.045","98","175","0.99364","3.16","0.34","10.1","6","WHITE","TEST","0.11441430519334"
"2005","6.6","0.39","0.22","4","0.038","17","98","0.99018","3.25","0.53","13","7","WHITE","TEST","0.00650190259329"
"2000","6","0.31","0.38","4.8","0.04","41","101","0.98968","3.24","0.56","13.1","6","WHITE","VALIDATE","0.4634420312941"
"2003","8.4","0.23","0.32","1.3","0.048","59","113","0.99178","3.1","0.55","11","6","WHITE","TEST","0.22626920277252"
"2003","7.3","0.25","0.26","7.2","0.048","52","207","0.99587","3.12","0.37","9.2","5","WHITE","TRAIN","0.82640168676152"
"2002","6","0.22","0.25","11.1","0.056","112","177","0.9961","3.08","0.36","9.4","6","WHITE","TEST","0.28367468900978"
"2002","6.2","0.22","0.3","12.4","0.054","108","152","0.99728","3.1","0.47","9.5","6","WHITE","TRAIN","0.68997591733932"
"2002","6.1","0.23","0.27","9.8","0.055","74","134","0.99534","3.16","0.4","10.2","6","WHITE","TRAIN","0.71436656708829"
"2004","6.5","0.27","0.19","6.6","0.045","98","175","0.99364","3.16","0.34","10.1","6","WHITE","TRAIN","0.85438418714329"
"2003","7.3","0.36","0.54","13.3","0.054","63","193","0.99864","3.06","0.49","8.6","4","WHITE","TRAIN","0.78707584226503"
"2002","7.6","0.37","0.51","11.7","0.094","58","181","0.99776","2.91","0.51","9","5","WHITE","TEST","0.25857650372199"
"2004","6.7","0.26","0.51","8","0.062","50","194","0.99545","3.13","0.5","9.6","5","WHITE","TEST","0.11853377497754"
"2004","7.4","0.22","0.27","1.6","0.057","45","98","0.99299","3.29","0.44","9.9","7","WHITE","TEST","0.14426881726831"
"2004","6.1","0.22","0.28","16.55","0.059","54","135","0.99665","3.2","0.38","10.5","5","WHITE","TRAIN","0.89124766574241"
"2001","7.1","0.28","0.31","1.5","0.053","20","98","0.99069","3.15","0.5","11.4","5","WHITE","VALIDATE","0.3881941656582"
"2004","6.5","0.35","0.31","10.2","0.069","58","170","0.99692","3.18","0.49","9.4","5","WHITE","TEST","0.09616337576881"
"2002","6.8","0.73","0.2","6.6","0.054","25","65","0.99324","3.12","0.28","11.1","4","WHITE","TRAIN","0.69942551641725"
"2004","6","0.28","0.24","17.8","0.047","42","111","0.99896","3.1","0.45","8.9","6","WHITE","TRAIN","0.89331785216927"
"2003","6","0.28","0.24","17.8","0.047","42","111","0.99896","3.1","0.45","8.9","6","WHITE","TEST","0.24899972532875"
"2001","7.1","0.2","0.37","1.5","0.049","28","129","0.99226","3.15","0.52","10.8","5","WHITE","VALIDATE","0.40596320619806"
"2004","6.8","0.33","0.31","7.4","0.045","34","143","0.99226","3.06","0.55","12.2","6","WHITE","TRAIN","0.9349346042145"
"2004","6","0.28","0.24","17.8","0.047","42","111","0.99896","3.1","0.45","8.9","6","WHITE","TEST","0.06766025046817"
"2001","7.2","0.24","0.36","2","0.029","21","63","0.99076","3.13","0.63","12.5","6","WHITE","VALIDATE","0.43450416647829"
"2000","6.8","0.33","0.31","7.4","0.045","34","143","0.99226","3.06","0.55","12.2","6","WHITE","TRAIN","0.54748997371643"
"2004","7.2","0.24","0.36","2","0.029","21","63","0.99076","3.13","0.63","12.5","6","WHITE","TEST","0.11380214360542"
"2002","6","0.28","0.24","17.8","0.047","42","111","0.99896","3.1","0.45","8.9","6","WHITE","VALIDATE","0.31953728664666"
"2001","6.2","0.27","0.26","12.1","0.046","43","127","0.9951","3.16","0.37","10.8","6","WHITE","VALIDATE","0.36873211292549"
"2001","6.4","0.38","0.26","8.2","0.043","28","98","0.99234","2.99","0.31","11.4","6","WHITE","TRAIN","0.56850041286088"
"2005","7.1","0.2","0.37","1.5","0.049","28","129","0.99226","3.15","0.52","10.8","5","WHITE","TEST","0.00233635725453"
"2003","6","0.21","0.3","8.7","0.036","47","127","0.99368","3.18","0.39","10.6","5","WHITE","TEST","0.17931147618219"
"2002","7","0.34","0.1","3.5","0.044","17","63","0.9937","3.01","0.39","9.2","5","WHITE","TRAIN","0.74948969832621"
"2004","5.9","0.435","0.16","6.4","0.031","21","134","0.99151","3.24","0.46","12.2","6","WHITE","TEST","0.11210979777388"
"2001","7","0.25","0.33","2.1","0.021","17","76","0.99021","3.26","0.45","12.3","6","WHITE","VALIDATE","0.40870535885915"
"2004","6.7","0.26","0.29","7.7","0.038","40","179","0.99479","3.23","0.56","10.4","6","WHITE","TRAIN","0.86487311287783"
"2003","7","0.24","0.3","12.3","0.035","72","172","0.9954","2.99","0.57","10.4","6","WHITE","TEST","0.17623360292054"
"2005","8.5","0.23","0.34","1.3","0.035","54","110","0.99176","3.07","0.55","11","7","WHITE","TRAIN","0.99260191456414"
"2001","6","0.21","0.3","8.7","0.036","47","127","0.99368","3.18","0.39","10.6","5","WHITE","VALIDATE","0.43116956809535"
"2000","7","0.34","0.1","3.5","0.044","17","63","0.9937","3.01","0.39","9.2","5","WHITE","TRAIN","0.50139055517502"
"2003","4.8","0.65","0.12","1.1","0.013","4","10","0.99246","3.32","0.36","13.5","4","WHITE","TRAIN","0.76598356314934"
"2005","6.1","0.22","0.38","2.8","0.144","12","65","0.9908","2.95","0.64","11.4","6","WHITE","TEST","0.00674728839658"
"2001","5.8","0.27","0.26","3.5","0.071","26","69","0.98994","3.1","0.38","11.5","6","WHITE","VALIDATE","0.41499083535745"
"2003","5","0.455","0.18","1.9","0.036","33","106","0.98746","3.21","0.83","14","7","WHITE","TRAIN","0.81855382095091"
"2001","6.5","0.33","0.3","3.8","0.036","34","88","0.99028","3.25","0.63","12.5","7","WHITE","TRAIN","0.58977476228028"
"2003","6.5","0.33","0.3","3.8","0.036","34","88","0.99028","3.25","0.63","12.5","7","WHITE","TEST","0.19376513990573"
"2003","6.7","0.31","0.3","2.4","0.038","30","83","0.98867","3.09","0.36","12.8","7","WHITE","TEST","0.19365438143722"
"2001","6.2","0.39","0.24","4.8","0.037","45","138","0.99174","3.23","0.43","11.2","7","WHITE","TRAIN","0.59405546449124"
"2004","6.2","0.39","0.24","4.8","0.037","45","138","0.99174","3.23","0.43","11.2","7","WHITE","TEST","0.10259489435702"
"2002","7.1","0.37","0.3","6.2","0.04","49","139","0.99021","3.17","0.27","13.6","6","WHITE","VALIDATE","0.34416241105645"
"2004","7.2","0.23","0.82","1.3","0.149","70","109","0.99304","2.93","0.42","9.2","6","WHITE","TEST","0.12613235483877"
"2005","6.5","0.33","0.3","3.8","0.036","34","88","0.99028","3.25","0.63","12.5","7","WHITE","TRAIN","0.97778397914953"
"2002","7.2","0.25","0.32","1.5","0.054","24","105","0.99154","3.17","0.48","11.1","6","WHITE","TRAIN","0.69490925315767"
"2003","6.2","0.39","0.24","4.8","0.037","45","138","0.99174","3.23","0.43","11.2","7","WHITE","TEST","0.24771579750813"
"2000","4.7","0.455","0.18","1.9","0.036","33","106","0.98746","3.21","0.83","14","7","WHITE","VALIDATE","0.4527065732982"
"2002","7.1","0.37","0.3","6.2","0.04","49","139","0.99021","3.17","0.27","13.6","6","WHITE","TRAIN","0.69289093161933"
"2002","6.2","0.28","0.51","7.9","0.056","49","206","0.9956","3.18","0.52","9.4","5","WHITE","VALIDATE","0.33947477932088"
"2002","6.4","0.35","0.28","1.6","0.037","31","113","0.98779","3.12","0.4","14.2","7","WHITE","TEST","0.25375875085592"
"2004","6.6","0.31","0.28","1.4","0.035","28","107","0.98836","3","0.4","13.2","6","WHITE","TEST","0.12344208266586"
"2002","7.4","0.25","0.37","2.6","0.05","24","132","0.99138","3.04","0.53","11.2","6","WHITE","TEST","0.28337894380092"
"2003","7.3","0.36","0.34","14.8","0.057","46","173","0.99751","3.14","0.57","10.2","5","WHITE","TRAIN","0.7701702741906"
"2003","6.7","0.31","0.3","2.4","0.038","30","83","0.98867","3.09","0.36","12.8","7","WHITE","TEST","0.23493830417282"
"2002","8.6","0.31","0.3","0.9","0.045","16","109","0.99249","2.95","0.39","10.1","5","WHITE","VALIDATE","0.33634963352233"
"2000","8.6","0.31","0.3","0.9","0.045","16","109","0.99249","2.95","0.39","10.1","5","WHITE","VALIDATE","0.47989157889969"
"2004","8.6","0.22","0.33","1.2","0.031","38","95","0.99239","2.83","0.31","10.3","5","WHITE","TEST","0.12597277434542"
"2005","6.9","0.14","0.29","9.9","0.056","30","91","0.99512","3.19","0.33","9.9","6","WHITE","TEST","0.0344945914112"
"2002","6.5","0.22","0.31","3.9","0.046","17","106","0.99098","3.15","0.31","11.5","5","WHITE","VALIDATE","0.34317213320173"
"2003","6.6","0.32","0.47","15.6","0.063","27","173","0.99872","3.18","0.56","9","5","WHITE","TEST","0.18660755082964"
"2004","6.6","0.32","0.47","15.6","0.063","27","173","0.99872","3.18","0.56","9","5","WHITE","TEST","0.06752081797458"
"2004","6.1","0.28","0.26","1.5","0.03","25","101","0.98894","3.03","0.41","12.1","6","WHITE","TRAIN","0.86129427282139"
"2004","6.2","0.3","0.28","1.6","0.036","28","106","0.988245","3.14","0.41","13.3","6","WHITE","TEST","0.06592240696772"
"2004","6.9","0.22","0.28","7.8","0.05","43","116","0.99326","3.22","0.6","11.5","8","WHITE","TRAIN","0.90045913052745"
"2005","8.7","0.31","0.21","5.6","0.039","28","67","0.99328","2.96","0.52","11","4","WHITE","TRAIN","0.9796238837298"
"2004","7.3","0.27","0.3","1.3","0.04","26","84","0.99222","3.28","0.53","10.7","6","WHITE","TRAIN","0.85570676811039"
"2003","7","0.46","0.2","16.7","0.046","50","184","0.99898","3.08","0.56","9.4","5","WHITE","TRAIN","0.7510783188045"
"2005","5.7","0.23","0.25","7.95","0.042","16","108","0.99486","3.44","0.61","10.3","6","WHITE","TRAIN","0.97080898494459"
"2003","6.5","0.36","0.36","6.7","0.185","51.5","151","0.99528","3.17","0.42","9.3","5","WHITE","TRAIN","0.75046389130875"
"2002","8.2","0.18","0.38","1.1","0.04","41","92","0.99062","2.88","0.6","12","6","WHITE","TRAIN","0.66906076367013"
"2002","6.2","0.27","0.32","6.3","0.048","47","159","0.99282","3.21","0.6","11","6","WHITE","TEST","0.2663578079082"
"2001","6.9","0.4","0.37","8.9","0.053","36","148","0.996","3.16","0.5","9.3","5","WHITE","TRAIN","0.60486769978888"
"2000","4.9","0.345","0.34","1","0.068","32","143","0.99138","3.24","0.4","10.1","5","WHITE","TRAIN","0.50275075249373"
"2003","7.2","0.23","0.39","1.5","0.053","26","106","0.99166","3.18","0.47","11.1","6","WHITE","TEST","0.1544409643393"
"2001","6.4","0.2","0.15","6.6","0.046","26","113","0.99408","2.99","0.58","9.9","6","WHITE","VALIDATE","0.38801058940589"
"2003","6.1","0.27","0.32","6.2","0.048","47","161","0.99281","3.22","0.6","11","6","WHITE","TEST","0.15127780567854"
"2003","6.2","0.27","0.32","6.3","0.048","47","159","0.99282","3.21","0.6","11","6","WHITE","TRAIN","0.82155488012358"
"2004","6","0.3","0.33","2.1","0.042","31","127","0.98964","3.32","0.42","12.5","6","WHITE","TRAIN","0.90793033316731"
"2002","6.1","0.3","0.32","2.2","0.042","41","142","0.98952","3.31","0.44","12.7","7","WHITE","VALIDATE","0.31582368421368"
"2003","5.7","0.14","0.3","5.4","0.045","26","105","0.99469","3.32","0.45","9.3","5","WHITE","TRAIN","0.81435310421511"
"2003","6.9","0.4","0.37","8.9","0.053","36","148","0.996","3.16","0.5","9.3","5","WHITE","TEST","0.19600607687607"
"2002","4.9","0.345","0.34","1","0.068","32","143","0.99138","3.24","0.4","10.1","5","WHITE","VALIDATE","0.32408716948702"
"2002","6.3","0.33","0.2","17.9","0.066","36","161","0.9991","3.14","0.51","8.8","5","WHITE","VALIDATE","0.31137464963831"
"2005","7","0.16","0.3","2.6","0.043","34","90","0.99047","2.88","0.47","11.2","6","WHITE","TRAIN","0.99219598970375"
"2001","8.4","0.22","0.3","1.3","0.038","45","122","0.99178","3.13","0.54","10.8","7","WHITE","VALIDATE","0.37624807492829"
"2002","6.3","0.33","0.2","17.9","0.066","36","161","0.9991","3.14","0.51","8.8","5","WHITE","TRAIN","0.70922108157537"
"2003","7","0.16","0.3","2.6","0.043","34","90","0.99047","2.88","0.47","11.2","6","WHITE","TEST","0.18314406159333"
"2004","5.4","0.24","0.18","2.3","0.05","22","145","0.99207","3.24","0.46","10.3","5","WHITE","TRAIN","0.86285497783683"
"2003","7.7","0.31","0.36","4.3","0.026","15","87","0.99152","3.11","0.48","12","5","WHITE","TRAIN","0.77366073708981"
"2005","5.6","0.185","0.19","7.1","0.048","36","110","0.99438","3.26","0.41","9.5","6","WHITE","TRAIN","0.97202783962711"
"2002","5.6","0.185","0.19","7.1","0.048","36","110","0.99438","3.26","0.41","9.5","6","WHITE","TEST","0.27100264257751"
"2002","6.6","0.43","0.24","11.9","0.04","54","159","0.99622","3.14","0.54","9.8","6","WHITE","VALIDATE","0.30795184872113"
"2003","7.6","0.39","0.46","11.7","0.084","55","170","0.99773","2.91","0.51","9","5","WHITE","TRAIN","0.80377465859055"
"2000","7.2","0.58","0.27","5.8","0.032","40","118","0.99088","3.17","0.53","13","7","WHITE","VALIDATE","0.47958722617477"
"2004","6","0.34","0.32","3.8","0.044","13","116","0.99108","3.39","0.44","11.8","7","WHITE","TRAIN","0.87821980915032"
"2003","7.5","0.35","0.48","12.4","0.056","61","176.5","0.99803","2.97","0.52","8.8","5","WHITE","TRAIN","0.84189891465939"
"2001","7.3","0.38","0.23","6.5","0.05","18","102","0.99304","3.1","0.55","11.2","4","WHITE","VALIDATE","0.4044850571081"
"2004","5.4","0.185","0.19","7.1","0.048","36","110","0.99438","3.26","0.41","9.5","6","WHITE","TEST","0.09580209455452"
"2005","6.3","0.27","0.51","7.6","0.049","35","200","0.99548","3.16","0.54","9.4","4","WHITE","TRAIN","0.95506961923092"
"2000","6.5","0.29","0.52","7.9","0.049","35","192","0.99551","3.16","0.51","9.5","6","WHITE","TRAIN","0.50944602140225"
"2000","6.4","0.17","0.3","2.8","0.034","33","125","0.99152","3.03","0.49","10.4","6","WHITE","VALIDATE","0.45763833425007"
"2000","6.7","0.18","0.31","10.6","0.035","42","143","0.99572","3.08","0.49","9.8","7","WHITE","VALIDATE","0.48475776752457"
"2001","6.4","0.17","0.3","2.8","0.034","33","125","0.99152","3.03","0.49","10.4","6","WHITE","VALIDATE","0.42039729421958"
"2004","6.8","0.37","0.67","1.5","0.175","16","98","0.99244","3.06","0.56","10.3","6","WHITE","TRAIN","0.90875349193811"
"2003","6.3","0.27","0.51","7.6","0.049","35","200","0.99548","3.16","0.54","9.4","4","WHITE","TRAIN","0.79460626002401"
"2002","6.5","0.29","0.52","7.9","0.049","35","192","0.99551","3.16","0.51","9.5","6","WHITE","TRAIN","0.69249021913856"
"2003","6.1","0.24","0.26","1.7","0.033","61","134","0.9903","3.19","0.81","11.9","7","WHITE","TRAIN","0.82122804969549"
"2003","7","0.32","0.29","7.6","0.025","35","124","0.99162","3.15","0.65","12.8","7","WHITE","TRAIN","0.82903146208263"
"2004","6.9","0.27","0.25","7.5","0.03","18","117","0.99116","3.09","0.38","13","6","WHITE","TRAIN","0.90451955306343"
"2001","6.5","0.29","0.53","1.7","0.04","41","192","0.9922","3.26","0.59","10.4","7","WHITE","VALIDATE","0.43958736071363"
"2001","6.5","0.67","0","4.3","0.057","11","20","0.99488","3.45","0.56","11.8","4","RED","TRAIN","0.62553344946354"
"2003","7.5","0.61","0.2","1.7","0.076","36","60","0.99494","3.1","0.4","9.3","5","RED","TEST","0.20378508977591"
"2002","9.8","0.37","0.39","2.5","0.079","28","65","0.99729","3.16","0.59","9.8","5","RED","VALIDATE","0.34798568068072"
"2001","9","0.4","0.41","2","0.058","15","40","0.99414","3.22","0.6","12.2","6","RED","VALIDATE","0.37204843969084"
"2002","8.3","0.56","0.22","2.4","0.082","10","86","0.9983","3.37","0.62","9.5","5","RED","TRAIN","0.67748011578805"
"2001","5.9","0.29","0.25","13.4","0.067","72","160","0.99721","3.33","0.54","10.3","6","RED","TRAIN","0.63599387998692"
"2003","7.4","0.55","0.19","1.8","0.082","15","34","0.99655","3.49","0.68","10.5","5","RED","TRAIN","0.78155978466384"
"2004","7.4","0.74","0.07","1.7","0.086","15","48","0.99502","3.12","0.48","10","5","RED","TRAIN","0.8834348025266"
"2002","7.4","0.55","0.19","1.8","0.082","15","34","0.99655","3.49","0.68","10.5","5","RED","TEST","0.26559603284113"
"2000","6.9","0.41","0.33","2.2","0.081","22","36","0.9949","3.41","0.75","11.1","6","RED","VALIDATE","0.47548744035884"
"2004","7.1","0.6","0.01","2.3","0.079","24","37","0.99514","3.4","0.61","10.9","6","RED","TRAIN","0.94005133281461"
"2003","7.1","0.6","0.01","2.3","0.079","24","37","0.99514","3.4","0.61","10.9","6","RED","TEST","0.22096899175085"
"2004","7.5","0.58","0.14","2.2","0.077","27","60","0.9963","3.28","0.59","9.8","5","RED","TEST","0.1081891071517"
"2004","7.1","0.72","0","1.8","0.123","6","14","0.99627","3.45","0.58","9.8","5","RED","TEST","0.09973435546271"
"2001","7.9","0.66","0","1.4","0.096","6","13","0.99569","3.43","0.58","9.5","5","RED","TRAIN","0.59536218084394"
"2002","7.8","0.7","0.06","1.9","0.079","20","35","0.99628","3.4","0.69","10.9","5","RED","TRAIN","0.68659892794676"
"2003","6.1","0.64","0.02","2.4","0.069","26","46","0.99358","3.47","0.45","11","5","RED","TRAIN","0.7570615732111"
"2004","7.5","0.59","0.22","1.8","0.082","43","60","0.99499","3.1","0.42","9.2","5","RED","TEST","0.11278990656137"
"2000","7","0.58","0.28","4.8","0.085","12","69","0.99633","3.32","0.7","11","6","RED","VALIDATE","0.45895120245404"
"2001","6.8","0.64","0","2.7","0.123","15","33","0.99538","3.44","0.63","11.3","6","RED","VALIDATE","0.44820119696669"
"2001","6.8","0.64","0","2.7","0.123","15","33","0.99538","3.44","0.63","11.3","6","RED","TRAIN","0.5617489896249"
"2003","8.6","0.635","0.68","1.8","0.403","19","56","0.99632","3.02","1.15","9.3","5","RED","TEST","0.15432112058624"
"2001","6.3","1.02","0","2","0.083","17","24","0.99437","3.59","0.55","11.2","4","RED","TRAIN","0.62070930423215"
"2000","9.8","0.45","0.38","2.5","0.081","34","66","0.99726","3.15","0.58","9.8","5","RED","VALIDATE","0.45980207924731"
"2000","8.2","0.78","0","2.2","0.089","13","26","0.9978","3.37","0.46","9.6","4","RED","TRAIN","0.50033008842729"
"2005","8.5","0.37","0.32","1.8","0.066","26","51","0.99456","3.38","0.72","11.8","6","RED","TEST","0.01142652868293"
"2003","7.2","0.57","0.05","2.3","0.081","16","36","0.99564","3.38","0.6","10.3","6","RED","TEST","0.16834265505895"
"2003","7.2","0.57","0.05","2.3","0.081","16","36","0.99564","3.38","0.6","10.3","6","RED","TRAIN","0.8243735730648"
"2002","10.4","0.43","0.5","2.3","0.068","13","19","0.996","3.1","0.87","11.4","6","RED","TEST","0.29342092038132"
"2001","6.9","0.41","0.31","2","0.079","21","51","0.99668","3.47","0.55","9.5","6","RED","VALIDATE","0.35205437405966"
"2000","5.5","0.49","0.03","1.8","0.044","28","87","0.9908","3.5","0.82","14","8","RED","TRAIN","0.52374936570413"
"2000","5","0.38","0.01","1.6","0.048","26","60","0.99084","3.7","0.75","14","6","RED","TRAIN","0.53274818719364"
"2004","7.3","0.44","0.2","1.6","0.049","24","64","0.9935","3.38","0.57","11.7","6","RED","TEST","0.07753674685955"
"2001","5.9","0.46","0","1.9","0.077","25","44","0.99385","3.5","0.53","11.2","5","RED","TRAIN","0.61593743134289"
"2005","7.5","0.58","0.2","2","0.073","34","44","0.99494","3.1","0.43","9.3","5","RED","TEST","0.03105266904458"
"2004","7.8","0.58","0.13","2.1","0.102","17","36","0.9944","3.24","0.53","11.2","6","RED","TEST","0.06699552526697"
"2004","8","0.715","0.22","2.3","0.075","13","81","0.99688","3.24","0.54","9.5","6","RED","TEST","0.11441430519334"
"2005","8.5","0.4","0.4","6.3","0.05","3","10","0.99566","3.28","0.56","12","4","RED","TEST","0.00650190259329"
"2000","7","0.69","0","1.9","0.114","3","10","0.99636","3.35","0.6","9.7","6","RED","VALIDATE","0.4634420312941"
"2003","8","0.715","0.22","2.3","0.075","13","81","0.99688","3.24","0.54","9.5","6","RED","TEST","0.22626920277252"
"2003","9.8","0.3","0.39","1.7","0.062","3","9","0.9948","3.14","0.57","11.5","7","RED","TRAIN","0.82640168676152"
"2002","7.1","0.46","0.2","1.9","0.077","28","54","0.9956","3.37","0.64","10.4","6","RED","TEST","0.28367468900978"
"2002","7.1","0.46","0.2","1.9","0.077","28","54","0.9956","3.37","0.64","10.4","6","RED","TRAIN","0.68997591733932"
"2002","7.9","0.765","0","2","0.084","9","22","0.99619","3.33","0.68","10.9","6","RED","TRAIN","0.71436656708829"
"2004","8.7","0.63","0.28","2.7","0.096","17","69","0.99734","3.26","0.63","10.2","6","RED","TRAIN","0.85438418714329"
"2003","7","0.42","0.19","2.3","0.071","18","36","0.99476","3.39","0.56","10.9","5","RED","TRAIN","0.78707584226503"
"2002","11.3","0.37","0.5","1.8","0.09","20","47","0.99734","3.15","0.57","10.5","5","RED","TEST","0.25857650372199"
