都市,年,月,日,季節,天気,気温,風速,降水量
広島,2016,3,16,春,薄曇,10.2,3.3,0
広島,2016,3,17,春,快晴,12.4,3.5,0
広島,2016,3,18,春,雨,12.1,1.6,19
広島,2016,3,19,春,曇,14.4,3.5,1
広島,2016,3,20,春,快晴,11.3,5.4,0
広島,2016,3,21,春,快晴,9.9,3.7,0
広島,2016,3,22,春,晴,10.6,3.4,0
広島,2016,3,23,春,晴,12,4.2,0
広島,2016,3,24,春,曇,9.4,6.2,0
広島,2016,3,25,春,晴,8,4.4,0
広島,2016,3,26,春,快晴,8.2,3.5,0
広島,2016,3,27,春,晴,9,3.7,0
広島,2016,3,28,春,晴,10.3,3.1,0
広島,2016,3,29,春,薄曇,11.3,3.8,0
広島,2016,3,30,春,薄曇,14,2.5,0
広島,2016,3,31,春,曇,14.2,3,2
広島,2016,4,1,春,雨,15.2,4,16
広島,2016,4,2,春,曇,17,2.9,0
広島,2016,4,3,春,曇,16.7,2,7
広島,2016,4,4,春,曇,16.2,2.9,12
広島,2016,4,5,春,曇,14.2,3.2,0
広島,2016,4,6,春,薄曇,15,3.3,4
広島,2016,4,7,春,雨,14.9,2.9,56.5
広島,2016,4,8,春,薄曇,15.4,3.2,0
広島,2016,4,9,春,薄曇,16.6,2.6,0
広島,2016,4,10,春,曇,16.3,2.9,0
広島,2016,4,11,春,薄曇,14,5.9,0
広島,2016,4,12,春,薄曇,11.6,2.8,0
広島,2016,4,13,春,曇,14.7,2.3,30
広島,2016,4,14,春,晴,19.6,3.4,0
広島,2016,4,15,春,快晴,17.2,3.7,0
広島,2016,4,16,春,晴,16.5,4.2,0.5
広島,2016,4,17,春,快晴,18.9,6.5,54.5
広島,2016,4,18,春,曇,14.7,2.7,0
広島,2016,4,19,春,晴,14.4,3.5,0
広島,2016,4,20,春,晴,16,4,0
広島,2016,4,21,春,雨,15.3,1.8,53
広島,2016,4,22,春,薄曇,18.7,2.3,0
広島,2016,4,23,春,曇,17.1,2.2,0.5
広島,2016,4,24,春,曇,17.6,2.7,0
広島,2016,4,25,春,曇,17.2,3.5,0
広島,2016,4,26,春,薄曇,19.3,3.6,0
広島,2016,4,27,春,雨,18.2,2.8,27.5
広島,2016,4,28,春,曇,16.5,4.1,12.5
広島,2016,4,29,春,晴,15.1,3.4,0
広島,2016,4,30,春,薄曇,16.2,3.8,0
広島,2016,5,1,春,快晴,19.2,2.4,0
広島,2016,5,2,春,薄曇,20.2,3.8,0
広島,2016,5,3,春,雨,18.5,4.1,42
広島,2016,5,4,春,晴,20.2,7.4,0
広島,2016,5,5,春,薄曇,20.2,2.9,0
広島,2016,5,6,春,雨,16.3,2,8
広島,2016,5,7,春,曇,18.7,2,0.5
広島,2016,5,8,春,薄曇,19.6,3.4,0
広島,2016,5,9,春,雨,16.3,2,23.5
広島,2016,5,10,春,雨,17.9,1.1,31.5
広島,2016,5,11,春,曇,17.9,4.9,2.5
広島,2016,5,12,春,快晴,17.8,3.6,0
広島,2016,5,13,春,曇,20.3,3.1,0
広島,2016,5,14,春,晴,21.4,3.5,0
広島,2016,5,15,春,曇,21.5,2.5,0
広島,2016,5,16,春,雨,17.7,3.6,34.5
広島,2016,5,17,春,快晴,17.4,3.4,0
広島,2016,5,18,春,晴,20.5,4.2,0
広島,2016,5,19,春,薄曇,20.6,3.2,0
広島,2016,5,20,春,快晴,22.2,3.1,0
広島,2016,5,21,春,薄曇,22.4,3.4,0
広島,2016,5,22,春,薄曇,22.6,3.6,0
広島,2016,5,23,春,晴,22.8,3.5,0
広島,2016,5,24,春,薄曇,22.2,3.6,0
広島,2016,5,25,春,雨,20.6,1.3,23.5
広島,2016,5,26,春,曇,23.2,1.5,0
広島,2016,5,27,春,曇,24.6,3,0
広島,2016,5,28,春,曇,22,1.9,0
広島,2016,5,29,春,雨,19.6,1.6,18
広島,2016,5,30,春,晴,23,2.7,0
広島,2016,5,31,春,晴,22.8,2.9,0
広島,2016,6,1,夏,薄曇,22.6,4.7,0
広島,2016,6,2,夏,晴,20.7,4.1,0
広島,2016,6,3,夏,快晴,21,3.3,0
広島,2016,6,4,夏,雨,19.5,2.7,21
広島,2016,6,5,夏,雨,19.7,2.4,22
広島,2016,6,6,夏,曇,22.7,2.3,0
広島,2016,6,7,夏,雨,21.8,1.8,60
広島,2016,6,8,夏,曇,23.3,1.8,0
広島,2016,6,9,夏,曇,23.2,1.9,31.5
広島,2016,6,10,夏,晴,25,3.1,0
広島,2016,6,11,夏,曇,25,2.6,0
広島,2016,6,12,夏,雨,23.5,2.8,19.5
広島,2016,6,13,夏,曇,24.2,2.8,2
広島,2016,6,14,夏,晴,25.1,3.5,0
広島,2016,6,15,夏,曇,25.5,2.8,0
広島,2016,6,16,夏,雨,23.7,2.2,13
広島,2016,6,17,夏,曇,24.3,3.4,0
広島,2016,6,18,夏,晴,24.8,3.2,0
広島,2016,6,19,夏,曇,23.5,2.6,34
広島,2016,6,20,夏,曇,24.5,2.7,41.5
広島,2016,6,21,夏,曇,24.1,2.2,61
広島,2016,6,22,夏,雨,23.4,1.5,64
広島,2016,6,23,夏,晴,26.3,2.9,37.5
広島,2016,6,24,夏,雨,23.9,3.1,45.5
広島,2016,6,25,夏,曇,23.7,4.9,0
広島,2016,6,26,夏,晴,23.4,3.2,0
広島,2016,6,27,夏,曇,21.5,2.7,30
広島,2016,6,28,夏,曇,21.8,2.3,2
広島,2016,6,29,夏,雨,22.2,1.5,25
広島,2016,6,30,夏,曇,24.5,2,0
広島,2016,7,1,夏,薄曇,26.6,2.4,0
広島,2016,7,2,夏,曇,27.2,4.4,1
広島,2016,7,3,夏,晴,28,3,16.5
広島,2016,7,4,夏,曇,28.6,2.3,5
広島,2016,7,5,夏,薄曇,29.2,3.3,0
広島,2016,7,6,夏,晴,29.3,3.9,0
広島,2016,7,7,夏,晴,28.8,2.5,0
広島,2016,7,8,夏,雨,24.2,2,65.5
広島,2016,7,9,夏,曇,25.4,2.4,21
広島,2016,7,10,夏,曇,28,2.3,0
広島,2016,7,11,夏,曇,26.9,2.5,3
広島,2016,7,12,夏,曇,27.7,2.4,1
広島,2016,7,13,夏,雨,26,4,72.5
広島,2016,7,14,夏,曇,28,3.3,0
広島,2016,7,15,夏,曇,25.4,3.7,0
広島,2016,7,16,夏,曇,25.3,2.2,0
広島,2016,7,17,夏,薄曇,27.2,2.2,6
広島,2016,7,18,夏,快晴,27.3,2.9,0
広島,2016,7,19,夏,晴,28.4,3.4,0
広島,2016,7,20,夏,晴,28.1,2.8,3
広島,2016,7,21,夏,晴,27.8,3.8,0
広島,2016,7,22,夏,曇,27.5,3,0
広島,2016,7,23,夏,晴,28.3,2.9,0
広島,2016,7,24,夏,曇,28.2,2.8,0
広島,2016,7,25,夏,曇,27.8,2.8,0
広島,2016,7,26,夏,曇,28,2.8,0
広島,2016,7,27,夏,薄曇,28.6,2.9,0
広島,2016,7,28,夏,晴,29.2,2.9,0
広島,2016,7,29,夏,晴,29.5,2.9,0
広島,2016,7,30,夏,薄曇,29.5,2.6,0
広島,2016,7,31,夏,晴,29,2.4,5
広島,2016,8,1,夏,快晴,29.5,3.1,0
広島,2016,8,2,夏,曇,29.5,3.2,0
広島,2016,8,3,夏,薄曇,29.3,2.9,0
広島,2016,8,4,夏,晴,29.4,3.2,0
広島,2016,8,5,夏,晴,30,3,0
広島,2016,8,6,夏,晴,30.1,2.8,0
広島,2016,8,7,夏,晴,30.2,2.8,0
広島,2016,8,8,夏,晴,30.1,2.7,0
広島,2016,8,9,夏,晴,30.6,3.2,0
広島,2016,8,10,夏,晴,29.9,3.6,0
広島,2016,8,11,夏,晴,29.9,3.7,0
広島,2016,8,12,夏,晴,30.4,3.1,0
広島,2016,8,13,夏,快晴,30.5,2.8,0
広島,2016,8,14,夏,晴,30.8,2.5,0
広島,2016,8,15,夏,曇,29.9,2,0
広島,2016,8,16,夏,曇,28.7,2.7,37
広島,2016,8,17,夏,曇,29.8,3,0
広島,2016,8,18,夏,晴,29.9,3,0
広島,2016,8,19,夏,晴,30.7,3.1,0
広島,2016,8,20,夏,晴,31,3.3,0
広島,2016,8,21,夏,晴,31,3.5,0
広島,2016,8,22,夏,晴,31.2,4.2,0
広島,2016,8,23,夏,晴,30.1,3.8,0
広島,2016,8,24,夏,曇,29.3,3.2,0
広島,2016,8,25,夏,快晴,30,3,0
広島,2016,8,26,夏,晴,28.6,3.3,4
広島,2016,8,27,夏,晴,26.7,5,0
広島,2016,8,28,夏,曇,25.1,3,23
広島,2016,8,29,夏,曇,24.8,4,25
広島,2016,8,30,夏,晴,24,5.1,0
広島,2016,8,31,夏,晴,26,6.6,1
広島,2016,9,1,秋,雨,24.3,2,0
広島,2016,9,2,秋,薄曇,26.3,2.6,0
広島,2016,9,3,秋,曇,27.4,2.8,0
広島,2016,9,4,秋,曇,27.8,2.2,0
広島,2016,9,5,秋,雨,25.4,1.8,11.5
広島,2016,9,6,秋,曇,27.8,2.6,0
広島,2016,9,7,秋,雨,27.5,2.7,25.5
広島,2016,9,8,秋,曇,25.9,2.9,5
広島,2016,9,9,秋,晴,25.4,3.1,0
広島,2016,9,10,秋,晴,25.4,3.3,0
広島,2016,9,11,秋,晴,26.8,3.1,0
広島,2016,9,12,秋,雨,23.8,3.8,38.5
広島,2016,9,13,秋,曇,25.4,3.5,5.5
広島,2016,9,14,秋,曇,25,2.9,0
広島,2016,9,15,秋,薄曇,26.3,2.4,0
広島,2016,9,16,秋,曇,26.8,2.2,0
広島,2016,9,17,秋,曇,26.8,2.4,79.5
広島,2016,9,18,秋,雨,25.4,2.5,36.5
広島,2016,9,19,秋,雨,23.4,4.4,11.5
広島,2016,9,20,秋,曇,21.3,7,33.5
広島,2016,9,21,秋,曇,22.5,4.6,0
広島,2016,9,22,秋,曇,22,3,5
広島,2016,9,23,秋,晴,24,3,0
広島,2016,9,24,秋,晴,24.5,2.8,0
広島,2016,9,25,秋,曇,23.9,2.6,25
広島,2016,9,26,秋,曇,25.2,2.2,11
広島,2016,9,27,秋,晴,27.1,2.2,0
広島,2016,9,28,秋,雨,26.1,2.4,7.5
広島,2016,9,29,秋,雨,22.8,3.5,10.5
広島,2016,9,30,秋,曇,21.6,2.6,1.5
広島,2016,10,1,秋,雨,23.1,1.4,11
広島,2016,10,2,秋,晴,26.4,1.7,0
広島,2016,10,3,秋,曇,27,2,0
広島,2016,10,4,秋,曇,26.4,2.2,0
広島,2016,10,5,秋,雨,25.1,4.3,21.5
広島,2016,10,6,秋,晴,23.6,4.6,0
広島,2016,10,7,秋,曇,21.2,3.1,0
広島,2016,10,8,秋,曇,22.3,2.4,18.5
広島,2016,10,9,秋,晴,20.5,4.2,23
広島,2016,10,10,秋,晴,18.8,5.1,0
広島,2016,10,11,秋,曇,17.7,3.9,0
広島,2016,10,12,秋,晴,18.6,4.6,0
広島,2016,10,13,秋,曇,18.3,3.4,0
広島,2016,10,14,秋,晴,18.3,3.8,0
広島,2016,10,15,秋,晴,18.3,4.5,0
広島,2016,10,16,秋,雨,18.6,3.7,40
広島,2016,10,17,秋,曇,21.1,2.1,20.5
広島,2016,10,18,秋,晴,23.7,3.2,0
広島,2016,10,19,秋,曇,22.4,2.6,0
広島,2016,10,20,秋,薄曇,21.6,4.4,0
広島,2016,10,21,秋,曇,19.2,4,0
広島,2016,10,22,秋,雨,16.5,3.3,10
広島,2016,10,23,秋,曇,18.2,5.2,0
広島,2016,10,24,秋,快晴,17.3,4.3,0
広島,2016,10,25,秋,曇,17.5,2.5,0
広島,2016,10,26,秋,雨,20.5,2.5,3
広島,2016,10,27,秋,曇,19.3,3.9,0
広島,2016,10,28,秋,雨,16.3,2.4,7
広島,2016,10,29,秋,曇,17.3,5,0
広島,2016,10,30,秋,晴,15.4,2.9,0
広島,2016,10,31,秋,曇,14.5,3.7,1.5
広島,2016,11,1,秋,晴,13.9,3.7,0
広島,2016,11,2,秋,曇,12.9,3.6,0
広島,2016,11,3,秋,晴,12.3,3.1,0
広島,2016,11,4,秋,快晴,12.7,3.5,0
広島,2016,11,5,秋,快晴,13.8,3.9,0
広島,2016,11,6,秋,晴,14.1,6.1,0
広島,2016,11,7,秋,快晴,12.8,3.7,0
広島,2016,11,8,秋,雨,13.7,2.9,1
広島,2016,11,9,秋,晴,11.2,5.4,0
広島,2016,11,10,秋,曇,9.4,3.7,4
広島,2016,11,11,秋,晴,13,2.8,0
広島,2016,11,12,秋,晴,13.6,3.8,0
広島,2016,11,13,秋,薄曇,14.8,3.2,0
広島,2016,11,14,秋,曇,15.4,2.2,10.5
広島,2016,11,15,秋,薄曇,16.7,3.7,0
広島,2016,11,16,秋,晴,12.9,3.4,0
広島,2016,11,17,秋,晴,13.1,4,0
広島,2016,11,18,秋,曇,13.1,3.1,9.5
広島,2016,11,19,秋,曇,16.8,2,33.5
広島,2016,11,20,秋,曇,17.7,2.5,0
広島,2016,11,21,秋,曇,16.1,2.7,0.5
広島,2016,11,22,秋,快晴,16.8,3.1,0
広島,2016,11,23,秋,曇,12.7,3.6,0
広島,2016,11,24,秋,晴,10.9,3.1,0
広島,2016,11,25,秋,晴,10.2,3.2,0
広島,2016,11,26,秋,晴,9.8,3.4,9.5
広島,2016,11,27,秋,雨,11.4,3.1,14
広島,2016,11,28,秋,晴,10.9,3.2,0
広島,2016,11,29,秋,晴,9.3,3.2,0
広島,2016,11,30,秋,曇,9.9,3.2,0
広島,2016,12,1,冬,曇,12.8,2.6,0
広島,2016,12,2,冬,晴,11,3,0
広島,2016,12,3,冬,晴,10.2,4.2,0
広島,2016,12,4,冬,雨,10.2,2.7,13
広島,2016,12,5,冬,薄曇,12.5,2,0
広島,2016,12,6,冬,曇,10.6,3.9,0
広島,2016,12,7,冬,晴,8.8,3.7,0
広島,2016,12,8,冬,薄曇,8.8,2.8,0.5
広島,2016,12,9,冬,晴,10.4,3.4,0
広島,2016,12,10,冬,晴,8.7,2.9,0
広島,2016,12,11,冬,晴,7.9,3.5,0
広島,2016,12,12,冬,薄曇,7.6,3.4,0.5
広島,2016,12,13,冬,雨,9.7,4,16.5
広島,2016,12,14,冬,曇,9,5.2,0.5
広島,2016,12,15,冬,雨,5.2,2.5,1
広島,2016,12,16,冬,雨,4.6,3,4
広島,2016,12,17,冬,曇,4.9,2.8,0
広島,2016,12,18,冬,晴,6.5,3.8,0
広島,2016,12,19,冬,快晴,9.5,3.5,0
広島,2016,12,20,冬,曇,11.8,3,0
広島,2016,12,21,冬,曇,12.2,3.1,0
広島,2016,12,22,冬,雨,14,4.4,15
広島,2016,12,23,冬,晴,10.2,4.3,0
広島,2016,12,24,冬,晴,9.2,2.7,0
広島,2016,12,25,冬,曇,9.5,2.9,0
広島,2016,12,26,冬,雨,8.4,2.4,19.5
広島,2016,12,27,冬,曇,10,3.8,22
広島,2016,12,28,冬,曇,4.9,4.6,0
広島,2016,12,29,冬,曇,4.4,2.8,0
広島,2016,12,30,冬,晴,6.2,2.6,0
広島,2016,12,31,冬,晴,5.5,3,0
福岡,2012,1,1,冬,曇,7.9,2.7,0
福岡,2012,1,2,冬,晴,6.1,3.8,2.5
福岡,2012,1,3,冬,晴,6.7,3.4,1.5
福岡,2012,1,4,冬,雪,4.4,6,0.5
福岡,2012,1,5,冬,薄曇,4.8,2.9,0
福岡,2012,1,6,冬,晴,5,2.7,0
福岡,2012,1,7,冬,曇,6.2,1.5,0
福岡,2012,1,8,冬,晴,7.7,1.9,0
福岡,2012,1,9,冬,曇,8.2,2.8,0
福岡,2012,1,10,冬,雨,6.2,1.7,0
福岡,2012,1,11,冬,晴,6.2,5.5,0
福岡,2012,1,12,冬,晴,4.9,2.4,0.5
福岡,2012,1,13,冬,曇,6.7,3.2,0
福岡,2012,1,14,冬,曇,6.3,2,0
福岡,2012,1,15,冬,曇,6.8,1.7,0
福岡,2012,1,16,冬,曇,6.4,1.9,0
福岡,2012,1,17,冬,晴,6.8,1.8,0
福岡,2012,1,18,冬,曇,8.2,1.8,1
福岡,2012,1,19,冬,雨,9.8,1.5,11.5
福岡,2012,1,20,冬,晴,10.4,3.2,0
福岡,2012,1,21,冬,晴,9.4,2.3,0
福岡,2012,1,22,冬,雨,8.1,2.8,12
福岡,2012,1,23,冬,晴,4.6,4.8,0
福岡,2012,1,24,冬,曇,3.1,4.9,0
福岡,2012,1,25,冬,雪,3.5,4.7,0
福岡,2012,1,26,冬,晴,3.3,3.9,0
福岡,2012,1,27,冬,曇,4.4,2.1,0
福岡,2012,1,28,冬,曇,6.7,3,0
福岡,2012,1,29,冬,晴,7,2.9,0
福岡,2012,1,30,冬,晴,5.6,3.4,0
福岡,2012,1,31,冬,晴,5.1,2,0
福岡,2012,2,1,冬,曇,6.1,4.9,7
福岡,2012,2,2,冬,曇,-0.1,5.7,1
福岡,2012,2,3,冬,曇,0.5,2.5,0
福岡,2012,2,4,冬,雨,4.9,2.2,0
福岡,2012,2,5,冬,曇,5.3,2.2,0
福岡,2012,2,6,冬,雨,8.7,1.5,13
福岡,2012,2,7,冬,曇,6.8,4.1,10.5
福岡,2012,2,8,冬,雪,1.8,5.5,0
福岡,2012,2,9,冬,曇,3.3,2.9,0
福岡,2012,2,10,冬,曇,4.7,2.4,0
福岡,2012,2,11,冬,快晴,5.2,2.4,0
福岡,2012,2,12,冬,快晴,5.2,2.2,0
福岡,2012,2,13,冬,雨,6.1,1.2,11
福岡,2012,2,14,冬,雨,8.4,1.3,13.5
福岡,2012,2,15,冬,曇,8.9,2.4,9.5
福岡,2012,2,16,冬,曇,6.7,3.2,0
福岡,2012,2,17,冬,雪,4.1,5.3,0
福岡,2012,2,18,冬,雪,1,4,3.5
福岡,2012,2,19,冬,雪,1.2,2,1
福岡,2012,2,20,冬,晴,4.1,2.3,0
福岡,2012,2,21,冬,雨,6.6,2,4.5
福岡,2012,2,22,冬,曇,8,1.7,12
福岡,2012,2,23,冬,曇,11.5,3.1,27
福岡,2012,2,24,冬,晴,10.4,3.4,0
福岡,2012,2,25,冬,曇,9.4,3.3,1.5
福岡,2012,2,26,冬,曇,7.3,2.6,0.5
福岡,2012,2,27,冬,晴,7.3,3,0
福岡,2012,2,28,冬,曇,5.3,2,32.5
福岡,2012,2,29,冬,快晴,6.9,2.3,7
福岡,2012,3,1,春,雨,8.7,1,5
福岡,2012,3,2,春,雨,10.4,2.3,4.5
福岡,2012,3,3,春,薄曇,11.1,3.6,0
福岡,2012,3,4,春,雨,9,1.7,15
福岡,2012,3,5,春,雨,10.3,1.3,21
福岡,2012,3,6,春,曇,11.4,2.9,3
福岡,2012,3,7,春,曇,9.8,2,0
福岡,2012,3,8,春,曇,10.2,2.2,0
福岡,2012,3,9,春,曇,10.2,4.3,0
福岡,2012,3,10,春,晴,9.7,4.6,1.5
福岡,2012,3,11,春,晴,7.1,4.2,0
福岡,2012,3,12,春,晴,4.9,4.5,0
福岡,2012,3,13,春,晴,5.7,2.7,0
福岡,2012,3,14,春,快晴,8.3,2.1,0
福岡,2012,3,15,春,晴,10,3.3,0
福岡,2012,3,16,春,曇,11.5,3.2,1
福岡,2012,3,17,春,曇,15.7,3.1,0
福岡,2012,3,18,春,雨,13.1,2.1,6.5
福岡,2012,3,19,春,薄曇,10.6,4.1,0
福岡,2012,3,20,春,薄曇,10.4,2.6,0
福岡,2012,3,21,春,快晴,10.1,2.9,0
福岡,2012,3,22,春,曇,10.6,2,1.5
福岡,2012,3,23,春,曇,12.7,2.8,48
福岡,2012,3,24,春,曇,10,5.3,0.5
福岡,2012,3,25,春,晴,9,5.3,0
福岡,2012,3,26,春,快晴,8.5,3.7,0
福岡,2012,3,27,春,快晴,11,2.7,0
福岡,2012,3,28,春,快晴,13.7,2.7,0
福岡,2012,3,29,春,快晴,15.6,2.4,0
福岡,2012,3,30,春,晴,18.6,4.3,0
福岡,2012,3,31,春,快晴,12.4,5.3,17.5
福岡,2012,4,1,春,快晴,10.4,3.8,0
福岡,2012,4,2,春,薄曇,14.8,3.7,0.5
福岡,2012,4,3,春,雨,13,7.4,5
福岡,2012,4,4,春,快晴,12,3.9,0
福岡,2012,4,5,春,曇,14.6,4,0
福岡,2012,4,6,春,快晴,12.3,5.3,0
福岡,2012,4,7,春,快晴,10.4,4.6,0
福岡,2012,4,8,春,晴,14,2.8,0
福岡,2012,4,9,春,晴,18,2.8,0
福岡,2012,4,10,春,雨,17.1,2.9,1.5
福岡,2012,4,11,春,雨,17.5,3.8,38
福岡,2012,4,12,春,晴,16.6,2.7,0
福岡,2012,4,13,春,雨,13.4,1.7,1.5
福岡,2012,4,14,春,曇,14.3,2.9,0
福岡,2012,4,15,春,薄曇,15.7,1.9,0
福岡,2012,4,16,春,晴,18.3,2.2,0
福岡,2012,4,17,春,晴,16,3.3,0
福岡,2012,4,18,春,薄曇,15.8,2.5,0
福岡,2012,4,19,春,曇,16.6,1.7,0
福岡,2012,4,20,春,薄曇,18.5,2.2,0.5
福岡,2012,4,21,春,曇,19.2,4.4,1
福岡,2012,4,22,春,快晴,19.1,3.9,2.5
福岡,2012,4,23,春,快晴,18.3,2.3,0
福岡,2012,4,24,春,薄曇,20,2.2,0
福岡,2012,4,25,春,雨,19.5,4.2,7
福岡,2012,4,26,春,薄曇,16.9,3.7,0
福岡,2012,4,27,春,快晴,16.2,2.4,0
福岡,2012,4,28,春,快晴,18.8,2.1,0
福岡,2012,4,29,春,薄曇,19.8,1.7,0
福岡,2012,4,30,春,雨,17.7,1.9,17
福岡,2012,5,1,春,曇,21.2,2.1,9
福岡,2012,5,2,春,曇,18.6,3.8,11
福岡,2012,5,3,春,曇,16.7,4.5,1.5
福岡,2012,5,4,春,曇,17,4,0
福岡,2012,5,5,春,快晴,21.7,3.4,0
福岡,2012,5,6,春,晴,21.9,3,0
福岡,2012,5,7,春,薄曇,22.8,2.8,0
福岡,2012,5,8,春,薄曇,23.1,3,0
福岡,2012,5,9,春,快晴,21,3.6,0
福岡,2012,5,10,春,曇,18.5,5.4,0
福岡,2012,5,11,春,晴,16.4,5.9,0
福岡,2012,5,12,春,快晴,16.3,3.9,0
福岡,2012,5,13,春,曇,18.4,1.9,0
福岡,2012,5,14,春,曇,20.3,2.8,2
福岡,2012,5,15,春,曇,19.5,2.6,9
福岡,2012,5,16,春,晴,22,2.7,0
福岡,2012,5,17,春,晴,21.8,3.5,0
福岡,2012,5,18,春,晴,18.9,4.1,0
福岡,2012,5,19,春,曇,19.2,2,0
福岡,2012,5,20,春,曇,20.7,1.9,0
福岡,2012,5,21,春,雨,19.3,3,6
福岡,2012,5,22,春,晴,20.7,3.2,0
福岡,2012,5,23,春,曇,19.6,1.7,0
福岡,2012,5,24,春,曇,21,1.8,0
福岡,2012,5,25,春,雨,18.7,1.4,5
福岡,2012,5,26,春,曇,20,2,0
福岡,2012,5,27,春,快晴,21.5,1.9,0
福岡,2012,5,28,春,快晴,21.7,2.7,0
福岡,2012,5,29,春,快晴,22.2,2.5,0
福岡,2012,5,30,春,曇,21.7,2.2,0
福岡,2012,5,31,春,晴,21.1,3.1,0
福岡,2012,6,1,夏,薄曇,21.6,2.4,0
福岡,2012,6,2,夏,曇,22.6,1.9,0
福岡,2012,6,3,夏,晴,23,3.1,0
福岡,2012,6,4,夏,曇,23.8,2.4,0
福岡,2012,6,5,夏,曇,22.3,2.4,0
福岡,2012,6,6,夏,薄曇,22.7,2.3,0
福岡,2012,6,7,夏,薄曇,23.4,2.5,0
福岡,2012,6,8,夏,曇,22.9,3,1
福岡,2012,6,9,夏,曇,22,3.5,0
福岡,2012,6,10,夏,晴,23.1,3.6,0
福岡,2012,6,11,夏,曇,22.8,1.6,0
福岡,2012,6,12,夏,晴,24.2,2.2,0
福岡,2012,6,13,夏,晴,24.2,3.9,0
福岡,2012,6,14,夏,晴,24.4,2.5,0
福岡,2012,6,15,夏,雨,23.4,3.1,34
福岡,2012,6,16,夏,曇,21.6,2.3,36.5
福岡,2012,6,17,夏,薄曇,23.2,2.3,0
福岡,2012,6,18,夏,雨,21.9,1.8,60.5
福岡,2012,6,19,夏,雨,22.3,2.9,11
福岡,2012,6,20,夏,薄曇,22.7,3.3,0
福岡,2012,6,21,夏,曇,21.7,2.3,5.5
福岡,2012,6,22,夏,晴,22.7,3.8,0
福岡,2012,6,23,夏,曇,23.6,1.9,0.5
福岡,2012,6,24,夏,雨,22,3.1,120.5
福岡,2012,6,25,夏,曇,22.1,3.2,6.5
福岡,2012,6,26,夏,曇,24.3,2.6,0
福岡,2012,6,27,夏,雨,22.1,2.1,11.5
福岡,2012,6,28,夏,曇,22.7,3.2,1
福岡,2012,6,29,夏,曇,24.4,2.1,0
福岡,2012,6,30,夏,曇,27.9,3.1,0
福岡,2012,7,1,夏,曇,26.8,2.9,5
福岡,2012,7,2,夏,曇,26,1.6,0
福岡,2012,7,3,夏,雨,24.5,2.1,102.5
福岡,2012,7,4,夏,曇,25.1,1.8,21.5
福岡,2012,7,5,夏,曇,27.7,2.2,10.5
福岡,2012,7,6,夏,雨,29.6,4.7,0
福岡,2012,7,7,夏,曇,24.7,4.6,0
福岡,2012,7,8,夏,晴,23.8,3.9,0
福岡,2012,7,9,夏,快晴,24.4,2.2,0
福岡,2012,7,10,夏,薄曇,27.8,2.3,0
福岡,2012,7,11,夏,雨,27.7,3.8,13.5
福岡,2012,7,12,夏,曇,28.9,2.1,0
福岡,2012,7,13,夏,雷,25,3.3,126.5
福岡,2012,7,14,夏,曇,26.3,2,85
福岡,2012,7,15,夏,雨,30.2,5.1,0
福岡,2012,7,16,夏,雷,26.9,3.1,81.5
福岡,2012,7,17,夏,晴,29.6,2.5,0
福岡,2012,7,18,夏,晴,30.8,3.9,0
福岡,2012,7,19,夏,曇,29.6,3.2,1
福岡,2012,7,20,夏,曇,27.4,1.8,17
福岡,2012,7,21,夏,晴,27.8,1.7,0
福岡,2012,7,22,夏,晴,28.4,2.5,0
福岡,2012,7,23,夏,晴,28.7,2.6,0
福岡,2012,7,24,夏,晴,29.5,2.5,0
福岡,2012,7,25,夏,晴,29.6,2.5,0
福岡,2012,7,26,夏,晴,29.9,2.2,0
福岡,2012,7,27,夏,晴,30.2,2.4,0
福岡,2012,7,28,夏,晴,30.4,2.7,0
福岡,2012,7,29,夏,晴,30.1,2.3,0
福岡,2012,7,30,夏,曇,29.2,1.7,0
福岡,2012,7,31,夏,晴,31.1,2.7,0
福岡,2012,8,1,夏,曇,30.4,3.6,0
福岡,2012,8,2,夏,晴,31.5,3.2,0
福岡,2012,8,3,夏,晴,31.3,3.2,0
福岡,2012,8,4,夏,晴,30.9,3.4,0
福岡,2012,8,5,夏,晴,30.5,3.6,0.5
福岡,2012,8,6,夏,晴,30.5,3.1,0
福岡,2012,8,7,夏,曇,29.2,3.6,4.5
福岡,2012,8,8,夏,曇,28.5,2.8,0
福岡,2012,8,9,夏,曇,27.4,2.4,0
福岡,2012,8,10,夏,晴,28.7,2.1,0
福岡,2012,8,11,夏,雨,27.7,2.1,11.5
福岡,2012,8,12,夏,曇,28.2,2,8.5
福岡,2012,8,13,夏,雨,28.2,2.2,13
福岡,2012,8,14,夏,雨,26.8,1.8,47.5
福岡,2012,8,15,夏,晴,30.7,3.2,0
福岡,2012,8,16,夏,晴,30.7,2.6,0
福岡,2012,8,17,夏,晴,28.8,1.9,22
福岡,2012,8,18,夏,晴,29.9,2.1,0
福岡,2012,8,19,夏,晴,30,2.7,0
福岡,2012,8,20,夏,晴,29,2.5,3
福岡,2012,8,21,夏,曇,29.6,2.7,0
福岡,2012,8,22,夏,曇,28.7,2.8,18.5
福岡,2012,8,23,夏,曇,28.1,1.8,9
福岡,2012,8,24,夏,薄曇,29.1,2.6,0
福岡,2012,8,25,夏,晴,29.8,2.7,0
福岡,2012,8,26,夏,晴,30.2,2.9,0
福岡,2012,8,27,夏,曇,29.8,4.6,2
